frame_id,timestamp_ms,subject_id,exercise_folder,canonical_exercise,movement_group,form_quality,angle_view,avg_visibility,bbox_x1,bbox_y1,bbox_x2,bbox_y2,left_elbow,right_elbow,left_shoulder,right_shoulder,left_knee,right_knee,left_hip,right_hip,kp_nose_x,kp_left_eye_inner_x,kp_left_eye_x,kp_left_eye_outer_x,kp_right_eye_inner_x,kp_right_eye_x,kp_right_eye_outer_x,kp_left_ear_x,kp_right_ear_x,kp_mouth_left_x,kp_mouth_right_x,kp_left_shoulder_x,kp_right_shoulder_x,kp_left_elbow_x,kp_right_elbow_x,kp_left_wrist_x,kp_right_wrist_x,kp_left_pinky_x,kp_right_pinky_x,kp_left_index_x,kp_right_index_x,kp_left_thumb_x,kp_right_thumb_x,kp_left_hip_x,kp_right_hip_x,kp_left_knee_x,kp_right_knee_x,kp_left_ankle_x,kp_right_ankle_x,kp_left_heel_x,kp_right_heel_x,kp_left_foot_index_x,kp_right_foot_index_x,kp_nose_y,kp_left_eye_inner_y,kp_left_eye_y,kp_left_eye_outer_y,kp_right_eye_inner_y,kp_right_eye_y,kp_right_eye_outer_y,kp_left_ear_y,kp_right_ear_y,kp_mouth_left_y,kp_mouth_right_y,kp_left_shoulder_y,kp_right_shoulder_y,kp_left_elbow_y,kp_right_elbow_y,kp_left_wrist_y,kp_right_wrist_y,kp_left_pinky_y,kp_right_pinky_y,kp_left_index_y,kp_right_index_y,kp_left_thumb_y,kp_right_thumb_y,kp_left_hip_y,kp_right_hip_y,kp_left_knee_y,kp_right_knee_y,kp_left_ankle_y,kp_right_ankle_y,kp_left_heel_y,kp_right_heel_y,kp_left_foot_index_y,kp_right_foot_index_y,kp_nose_vis,kp_left_eye_inner_vis,kp_left_eye_vis,kp_left_eye_outer_vis,kp_right_eye_inner_vis,kp_right_eye_vis,kp_right_eye_outer_vis,kp_left_ear_vis,kp_right_ear_vis,kp_mouth_left_vis,kp_mouth_right_vis,kp_left_shoulder_vis,kp_right_shoulder_vis,kp_left_elbow_vis,kp_right_elbow_vis,kp_left_wrist_vis,kp_right_wrist_vis,kp_left_pinky_vis,kp_right_pinky_vis,kp_left_index_vis,kp_right_index_vis,kp_left_thumb_vis,kp_right_thumb_vis,kp_left_hip_vis,kp_right_hip_vis,kp_left_knee_vis,kp_right_knee_vis,kp_left_ankle_vis,kp_right_ankle_vis,kp_left_heel_vis,kp_right_heel_vis,kp_left_foot_index_vis,kp_right_foot_index_vis
10,333,subject_001,squat,bodyweight_squat,legs,good,front,0.8974,883,232,1877,892,176.97,175.89,153.95,154.57,157.36,158.23,16.79,38.54,1344.95,1340.93,1336.04,1328.95,1337.84,1335.22,1332.29,1267.65,1255.3,1327.82,1323.46,1187.39,1162.53,1448.99,1413.34,1664.35,1660.51,1712.47,1735.48,1722.21,1727.38,1711.54,1701.68,1025.09,1025.26,1304.87,1334.09,1504.4,1512.15,1514.95,1523.57,1613.12,1622.35,553.87,529.54,516.28,503.38,562.85,575.14,586.5,467.16,606.28,519.12,553.22,342.13,710.22,345.83,746.8,360.29,764.89,327.37,798.11,365.44,755.41,381.9,731.42,418.64,618.57,377.09,592.56,427.56,646.85,455.11,621.47,404.02,647.81,0.9999,0.9997,0.9997,0.9997,0.9997,0.9998,0.9998,0.9999,0.9999,0.9999,1.0,0.9999,1.0,0.9893,0.993,0.9806,0.9829,0.9508,0.956,0.9528,0.961,0.9424,0.9583,0.9999,0.9999,0.6034,0.6054,0.6708,0.6558,0.4668,0.5004,0.7212,0.7261
11,366,subject_001,squat,bodyweight_squat,legs,good,front,0.8888,893,237,1889,891,178.08,178.16,154.73,155.47,105.7,138.09,24.78,37.34,1366.8,1367.76,1363.73,1327.52,1365.88,1360.34,1357.68,1278.02,1283.38,1343.73,1344.83,1205.36,1184.24,1471.91,1437.02,1682.39,1675.21,1732.03,1747.19,1746.09,1740.19,1736.45,1714.09,1039.88,1036.64,1268.94,1258.74,1286.69,1310.69,1265.05,1298.44,1381.39,1401.51,553.56,530.98,517.06,486.8,566.15,579.88,590.89,465.03,607.63,502.99,542.63,341.94,710.71,349.43,742.88,362.4,765.44,331.92,798.53,371.55,757.25,384.46,734.35,414.44,619.24,418.93,597.65,487.19,635.9,513.07,624.68,474.66,614.27,0.9999,0.9998,0.9997,0.9997,0.9997,0.9998,0.9998,0.9999,0.9999,0.9999,1.0,0.9999,1.0,0.9878,0.9903,0.9818,0.9836,0.9546,0.9587,0.9565,0.9635,0.9472,0.9612,1.0,0.9999,0.5618,0.5563,0.6269,0.6126,0.4356,0.4666,0.6901,0.6971
12,399,subject_001,squat,bodyweight_squat,legs,good,front,0.8828,880,233,1919,891,179.78,177.59,158.82,157.82,121.44,138.65,25.82,34.97,1398.06,1397.62,1393.29,1382.88,1392.55,1389.76,1386.29,1324.75,1303.53,1373.47,1369.17,1241.45,1199.41,1487.35,1450.78,1714.14,1689.33,1830.49,1754.93,1756.78,1747.54,1751.8,1720.59,1041.57,1039.4,1234.65,1229.6,1257.61,1281.58,1241.28,1268.23,1353.53,1390.12,550.71,530.2,516.72,487.57,566.19,580.16,591.69,461.74,607.56,495.25,538.4,342.45,709.95,350.75,742.95,359.27,764.11,327.78,797.81,372.45,757.37,383.76,734.84,412.23,618.82,434.48,601.14,484.02,638.96,503.89,626.06,468.31,627.71,0.9999,0.9998,0.9998,0.9997,0.9998,0.9998,0.9998,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.9874,0.9892,0.9831,0.9832,0.9581,0.9593,0.9599,0.9646,0.9517,0.9627,1.0,0.9999,0.5196,0.5115,0.6035,0.5852,0.4172,0.4411,0.6765,0.6805
13,433,subject_001,squat,bodyweight_squat,legs,good,front,0.8758,897,240,1916,889,177.63,178.18,159.26,156.42,140.22,156.44,25.43,34.09,1394.51,1409.17,1404.84,1398.1,1379.72,1376.25,1400.99,1334.78,1325.24,1370.17,1368.46,1232.78,1205.01,1492.5,1464.24,1710.41,1696.8,1770.42,1755.23,1771.12,1748.49,1764.9,1728.63,1043.33,1051.02,1242.79,1249.25,1291.45,1346.27,1275.32,1341.7,1377.02,1443.02,533.43,531.14,517.65,493.42,557.06,570.66,594.56,462.43,607.9,499.07,540.0,345.38,710.4,350.73,742.32,364.26,763.49,333.05,797.51,375.69,757.03,389.8,736.07,412.68,619.33,433.21,607.24,482.99,642.69,497.25,631.08,470.37,639.51,0.9999,0.9998,0.9998,0.9997,0.9998,0.9998,0.9998,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.9867,0.9876,0.9837,0.984,0.9599,0.9616,0.9617,0.9668,0.9547,0.9652,1.0,1.0,0.4839,0.4736,0.5684,0.5572,0.3919,0.4178,0.6442,0.6563
14,466,subject_001,squat,bodyweight_squat,legs,good,front,0.87,885,220,1919,894,177.43,178.48,159.7,157.56,73.5,159.9,22.42,31.58,1407.06,1415.17,1409.92,1401.92,1392.92,1389.41,1389.05,1343.48,1340.34,1379.62,1377.39,1236.19,1218.02,1500.28,1474.65,1726.56,1699.73,1849.0,1761.24,1769.58,1752.61,1768.18,1729.82,1046.63,1058.07,1329.12,1311.13,1313.96,1413.2,1353.79,1394.0,1414.82,1512.51,525.42,528.7,514.75,493.66,549.36,562.75,579.47,459.24,606.64,501.0,540.53,346.72,709.89,350.56,741.56,364.0,763.31,317.84,798.14,373.58,757.93,388.12,736.52,413.75,619.49,428.3,610.19,471.24,643.35,487.04,631.84,453.35,632.46,0.9999,0.9998,0.9998,0.9997,0.9998,0.9998,0.9998,0.9999,0.9999,0.9999,0.9999,0.9998,0.9999,0.986,0.9864,0.984,0.9842,0.9618,0.9633,0.9634,0.9684,0.9576,0.9673,1.0,1.0,0.4533,0.4466,0.5306,0.5376,0.3665,0.402,0.6088,0.6433
15,499,subject_001,squat,bodyweight_squat,legs,good,front,0.8622,900,203,1919,898,179.33,178.18,158.76,156.32,135.39,161.48,25.8,32.66,1409.82,1427.27,1421.22,1411.64,1428.37,1418.88,1416.75,1354.94,1339.08,1383.34,1377.84,1242.07,1212.79,1521.15,1480.22,1756.25,1697.86,1874.46,1767.02,1864.26,1758.36,1771.47,1734.22,1063.2,1065.84,1345.39,1311.08,1363.43,1418.58,1395.41,1413.07,1488.02,1526.72,523.2,526.62,511.44,491.28,550.34,563.64,580.31,454.33,598.72,502.38,540.7,347.36,707.68,354.36,741.17,363.03,761.45,303.38,799.91,368.69,757.57,386.77,736.1,411.76,620.01,441.44,612.12,463.42,644.33,478.68,639.54,445.82,638.58,0.9999,0.9998,0.9998,0.9997,0.9998,0.9998,0.9998,0.9998,0.9999,0.9999,0.9999,0.9998,0.9999,0.9849,0.9856,0.9841,0.985,0.9629,0.9656,0.9645,0.9704,0.96,0.9697,1.0,1.0,0.4154,0.415,0.4887,0.5059,0.3385,0.3769,0.5674,0.6158
16,533,subject_001,squat,bodyweight_squat,legs,good,front,0.861,910,215,1919,882,179.09,174.04,158.97,159.32,160.13,166.26,24.35,25.77,1432.4,1435.18,1425.49,1413.22,1437.18,1433.96,1415.37,1355.74,1359.83,1401.04,1397.32,1242.56,1225.48,1515.09,1466.19,1734.22,1676.62,1801.1,1749.01,1790.43,1739.37,1765.43,1711.61,1059.1,1063.54,1353.95,1340.33,1494.87,1533.4,1509.16,1544.83,1617.01,1699.67,521.89,520.66,503.7,484.03,551.18,564.2,572.06,449.2,599.44,503.26,541.21,347.97,707.22,357.77,737.8,362.17,742.51,311.93,787.47,368.21,749.54,386.29,730.62,411.03,621.4,438.81,631.78,402.39,686.73,409.76,679.19,358.83,716.8,0.9999,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9999,0.9999,0.9999,0.9999,0.9998,0.9999,0.9849,0.9849,0.9847,0.9851,0.9651,0.967,0.9666,0.9717,0.9629,0.9714,1.0,1.0,0.3928,0.4076,0.4739,0.5089,0.3307,0.378,0.5574,0.6222
17,566,subject_001,squat,bodyweight_squat,legs,good,front,0.8577,898,213,1919,882,179.8,175.89,159.37,161.46,161.4,165.09,22.97,23.83,1440.32,1438.71,1427.95,1415.02,1445.15,1436.59,1423.98,1358.93,1376.3,1408.69,1405.42,1240.12,1237.23,1499.69,1486.87,1721.35,1700.99,1834.19,1771.06,1770.4,1755.43,1758.75,1726.85,1054.34,1062.46,1353.04,1340.02,1504.28,1516.47,1514.76,1525.18,1618.71,1655.97,523.57,520.45,502.91,482.93,551.39,564.63,571.79,448.52,600.09,503.93,542.23,348.11,707.47,356.26,735.56,364.0,744.2,309.02,787.07,368.61,747.11,385.46,730.24,411.45,626.11,433.08,631.61,394.08,682.34,401.05,673.26,341.2,702.37,0.9999,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9999,0.9999,0.9999,0.9998,0.9999,0.9834,0.9849,0.9843,0.9859,0.9652,0.9692,0.9665,0.9735,0.9642,0.9734,1.0,1.0,0.3623,0.3906,0.4533,0.5042,0.3188,0.3693,0.5396,0.6166
18,599,subject_001,squat,bodyweight_squat,legs,good,front,0.8599,911,222,1919,873,179.36,175.54,159.51,160.42,167.74,169.31,18.83,23.32,1449.97,1451.24,1439.62,1426.27,1459.86,1451.27,1445.08,1364.99,1375.82,1418.48,1415.39,1249.13,1235.02,1507.87,1481.29,1730.88,1688.71,1802.05,1762.19,1774.84,1746.72,1759.28,1720.27,1060.34,1068.99,1376.84,1363.49,1569.67,1569.26,1581.81,1582.29,1696.98,1704.65,527.81,519.9,501.85,482.46,551.63,565.42,574.29,448.83,601.65,504.11,542.78,348.19,707.8,357.47,734.68,362.96,741.08,315.54,780.75,370.65,743.24,386.58,728.75,411.13,627.49,413.32,640.3,372.8,688.51,381.11,677.72,326.45,697.69,0.9999,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.9841,0.985,0.9854,0.9867,0.968,0.9713,0.9692,0.9753,0.9672,0.9754,1.0,1.0,0.3525,0.3947,0.4592,0.5177,0.3258,0.3815,0.5479,0.6308
19,633,subject_001,squat,bodyweight_squat,legs,good,front,0.8564,910,234,1919,869,179.94,175.39,158.79,160.46,178.28,171.01,19.32,23.87,1455.74,1454.07,1444.38,1433.1,1456.31,1451.11,1444.44,1368.92,1374.03,1414.0,1412.65,1246.34,1232.6,1499.33,1475.61,1726.95,1694.98,1789.73,1765.58,1775.64,1751.81,1758.46,1723.12,1057.48,1066.34,1371.38,1350.46,1503.29,1543.66,1487.4,1555.25,1616.44,1670.78,529.22,519.11,501.25,482.68,551.8,565.79,576.22,449.47,606.37,504.61,544.42,346.35,707.86,355.66,734.83,363.78,741.43,325.47,779.61,377.14,743.47,392.45,729.12,411.77,627.23,412.93,637.15,417.38,674.65,426.94,665.98,401.15,668.5,0.9999,0.9998,0.9998,0.9998,0.9998,0.9999,0.9998,0.9999,0.9999,0.9999,1.0,0.9999,0.9999,0.9822,0.9813,0.9854,0.986,0.9688,0.9713,0.9697,0.9751,0.9682,0.9754,1.0,1.0,0.3336,0.3795,0.4341,0.5119,0.3145,0.386,0.5192,0.6205
20,666,subject_001,squat,bodyweight_squat,legs,good,front,0.8625,909,240,1919,865,178.92,175.17,159.31,162.09,174.8,178.65,16.82,16.55,1461.75,1458.79,1449.06,1437.58,1461.63,1458.25,1452.81,1376.39,1376.2,1416.47,1413.73,1257.18,1241.41,1495.73,1484.51,1721.52,1694.81,1783.48,1767.54,1774.81,1756.07,1759.05,1725.56,1055.62,1068.05,1390.29,1407.7,1617.17,1638.77,1650.6,1654.14,1732.39,1774.31,529.88,517.62,499.8,481.68,552.42,566.17,576.88,449.99,606.3,504.87,544.48,347.68,707.98,356.85,734.83,369.79,740.24,342.49,776.9,384.82,742.7,399.98,727.86,415.07,630.02,405.31,675.74,377.99,712.4,381.91,691.86,330.78,730.57,0.9999,0.9998,0.9999,0.9998,0.9998,0.9999,0.9999,0.9999,0.9999,0.9999,1.0,0.9999,0.9999,0.9831,0.9819,0.9864,0.9868,0.9712,0.9732,0.972,0.9766,0.9706,0.977,1.0,1.0,0.343,0.3937,0.4648,0.5416,0.3462,0.4142,0.5412,0.6398
