frame_id,timestamp_ms,subject_id,exercise_folder,canonical_exercise,movement_group,form_quality,angle_view,avg_visibility,bbox_x1,bbox_y1,bbox_x2,bbox_y2,left_elbow,right_elbow,left_shoulder,right_shoulder,left_knee,right_knee,left_hip,right_hip,kp_nose_x,kp_left_eye_inner_x,kp_left_eye_x,kp_left_eye_outer_x,kp_right_eye_inner_x,kp_right_eye_x,kp_right_eye_outer_x,kp_left_ear_x,kp_right_ear_x,kp_mouth_left_x,kp_mouth_right_x,kp_left_shoulder_x,kp_right_shoulder_x,kp_left_elbow_x,kp_right_elbow_x,kp_left_wrist_x,kp_right_wrist_x,kp_left_pinky_x,kp_right_pinky_x,kp_left_index_x,kp_right_index_x,kp_left_thumb_x,kp_right_thumb_x,kp_left_hip_x,kp_right_hip_x,kp_left_knee_x,kp_right_knee_x,kp_left_ankle_x,kp_right_ankle_x,kp_left_heel_x,kp_right_heel_x,kp_left_foot_index_x,kp_right_foot_index_x,kp_nose_y,kp_left_eye_inner_y,kp_left_eye_y,kp_left_eye_outer_y,kp_right_eye_inner_y,kp_right_eye_y,kp_right_eye_outer_y,kp_left_ear_y,kp_right_ear_y,kp_mouth_left_y,kp_mouth_right_y,kp_left_shoulder_y,kp_right_shoulder_y,kp_left_elbow_y,kp_right_elbow_y,kp_left_wrist_y,kp_right_wrist_y,kp_left_pinky_y,kp_right_pinky_y,kp_left_index_y,kp_right_index_y,kp_left_thumb_y,kp_right_thumb_y,kp_left_hip_y,kp_right_hip_y,kp_left_knee_y,kp_right_knee_y,kp_left_ankle_y,kp_right_ankle_y,kp_left_heel_y,kp_right_heel_y,kp_left_foot_index_y,kp_right_foot_index_y,kp_nose_vis,kp_left_eye_inner_vis,kp_left_eye_vis,kp_left_eye_outer_vis,kp_right_eye_inner_vis,kp_right_eye_vis,kp_right_eye_outer_vis,kp_left_ear_vis,kp_right_ear_vis,kp_mouth_left_vis,kp_mouth_right_vis,kp_left_shoulder_vis,kp_right_shoulder_vis,kp_left_elbow_vis,kp_right_elbow_vis,kp_left_wrist_vis,kp_right_wrist_vis,kp_left_pinky_vis,kp_right_pinky_vis,kp_left_index_vis,kp_right_index_vis,kp_left_thumb_vis,kp_right_thumb_vis,kp_left_hip_vis,kp_right_hip_vis,kp_left_knee_vis,kp_right_knee_vis,kp_left_ankle_vis,kp_right_ankle_vis,kp_left_heel_vis,kp_right_heel_vis,kp_left_foot_index_vis,kp_right_foot_index_vis
10,666,subject_001,squat,bodyweight_squat,legs,good,front,0.9756,152,32,701,1344,169.19,178.52,26.57,22.2,177.08,173.19,170.35,162.42,348.36,362.4,372.07,381.99,340.9,335.34,330.35,417.92,347.54,371.11,347.98,543.49,302.97,597.57,268.19,616.95,243.74,623.7,231.98,603.94,244.71,596.2,254.23,490.08,365.47,492.46,340.0,485.08,339.53,473.93,363.81,510.05,307.3,261.57,232.65,230.55,228.13,232.24,230.32,228.71,220.77,220.51,279.77,279.36,335.51,333.42,506.15,503.37,669.25,640.82,714.1,677.92,712.88,675.79,696.18,664.85,673.35,666.44,878.78,875.43,1065.74,1071.46,1085.76,1093.97,1155.9,1157.48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9964,0.9891,0.981,0.9676,0.9638,0.9478,0.9645,0.9487,0.9648,0.9491,0.9997,0.9998,0.9874,0.9919,0.9754,0.98,0.8483,0.8204,0.9557,0.9625
11,733,subject_001,squat,bodyweight_squat,legs,good,front,0.9757,159,31,700,1350,168.86,179.41,27.0,22.53,176.34,174.24,169.78,163.24,349.59,363.35,373.51,384.51,341.47,335.97,331.0,420.05,347.45,372.88,349.47,542.08,303.44,597.61,272.8,617.24,250.99,623.6,237.24,603.59,247.19,596.06,256.09,488.43,363.86,492.75,339.58,484.71,336.65,472.94,362.46,509.67,305.65,262.86,233.6,231.4,228.81,233.25,231.3,229.65,221.1,220.82,280.96,280.13,335.39,329.07,506.6,468.72,670.42,573.16,714.82,608.81,713.67,602.68,696.7,591.77,672.92,666.55,880.5,875.93,1067.53,1072.78,1087.44,1096.05,1156.22,1162.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996,0.9827,0.9806,0.9641,0.9632,0.9447,0.964,0.9458,0.9643,0.9461,0.9997,0.9997,0.9877,0.9923,0.9766,0.9809,0.8572,0.831,0.957,0.9634
12,800,subject_001,squat,bodyweight_squat,legs,good,front,0.976,167,31,699,1349,168.65,178.71,27.13,23.01,175.91,174.86,169.87,163.76,348.11,361.29,371.64,382.78,340.11,335.05,330.56,419.63,347.83,372.23,349.62,540.83,303.9,597.52,276.17,617.74,259.07,623.51,243.55,603.57,256.59,596.02,265.88,488.44,363.51,493.24,339.75,484.16,335.43,472.51,360.98,509.39,305.28,262.59,233.44,231.32,228.74,233.06,231.12,229.46,220.86,220.71,280.8,279.47,333.65,320.32,504.86,438.87,670.3,505.19,714.8,542.25,713.9,534.37,696.86,522.45,671.47,663.7,880.34,875.64,1067.52,1072.68,1087.48,1095.77,1155.85,1161.61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9957,0.9787,0.9805,0.9621,0.9629,0.9433,0.9638,0.9443,0.9642,0.9441,0.9997,0.9997,0.988,0.9926,0.9777,0.9818,0.8658,0.8413,0.958,0.9644
13,866,subject_001,squat,bodyweight_squat,legs,good,front,0.9769,168,29,698,1354,168.94,170.53,26.69,22.2,175.98,175.72,170.3,163.39,346.2,359.13,368.79,379.13,338.77,333.87,329.4,417.59,348.45,370.02,348.13,540.97,304.04,597.56,276.28,618.06,260.84,623.44,244.65,603.9,256.51,596.93,265.82,489.51,364.53,493.56,339.57,483.98,331.43,472.47,350.83,509.19,305.3,261.47,232.37,230.42,228.04,231.48,229.43,227.57,220.57,219.47,280.11,277.58,330.53,320.08,503.84,448.55,670.23,487.41,715.16,490.22,714.89,474.72,697.36,472.54,670.7,663.09,881.2,878.62,1069.11,1078.86,1088.73,1100.63,1155.54,1165.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999,0.9999,1.0,1.0,1.0,1.0,0.9953,0.9793,0.98,0.9644,0.9618,0.9467,0.9627,0.9474,0.9632,0.9467,0.9996,0.9997,0.9878,0.993,0.9785,0.9826,0.8745,0.8496,0.9591,0.9651
14,933,subject_001,squat,bodyweight_squat,legs,good,front,0.9772,168,27,698,1353,169.32,75.6,26.34,19.55,176.21,175.96,170.89,163.0,348.73,361.65,371.24,381.48,340.89,335.71,330.94,417.82,348.94,371.47,349.54,541.44,303.92,598.12,276.29,619.4,260.43,623.64,244.32,605.77,249.1,599.76,258.96,491.18,365.33,493.87,339.44,483.81,329.62,472.32,347.73,509.02,304.52,261.18,231.5,229.38,226.9,230.64,228.45,226.33,219.27,217.71,279.2,277.25,329.01,320.63,503.77,487.75,670.09,480.76,715.07,472.67,715.19,441.38,697.47,441.18,670.37,663.12,881.19,879.04,1069.24,1080.24,1088.96,1101.25,1154.27,1164.97,1.0,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,1.0,1.0,0.9999,1.0,0.9949,0.9793,0.978,0.966,0.9584,0.9489,0.9591,0.9491,0.9599,0.9476,0.9996,0.9997,0.9875,0.9934,0.9792,0.9832,0.8822,0.8572,0.9603,0.9656
15,1000,subject_001,squat,bodyweight_squat,legs,good,front,0.9779,171,27,699,1353,168.75,20.82,25.88,18.83,177.45,175.28,173.07,162.06,349.41,362.51,372.09,384.34,342.1,337.05,332.32,419.12,349.59,372.14,349.71,541.69,306.1,599.97,276.47,620.67,260.84,624.3,247.19,607.1,249.13,600.84,259.07,496.4,368.38,494.14,339.53,483.78,329.31,472.22,347.01,508.89,304.14,261.14,230.71,228.5,225.97,230.48,228.39,226.34,218.9,217.68,278.8,277.23,327.94,321.38,503.74,519.27,670.14,447.63,715.04,420.1,715.52,395.59,697.86,403.52,670.13,663.66,881.6,879.01,1069.39,1079.93,1089.14,1100.84,1153.57,1164.33,1.0,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,1.0,1.0,0.9999,1.0,0.9946,0.9804,0.9772,0.9687,0.9567,0.9527,0.9573,0.9527,0.9586,0.9509,0.9994,0.9996,0.9867,0.9935,0.9792,0.9833,0.8891,0.8649,0.9603,0.9645
16,1066,subject_001,squat,bodyweight_squat,legs,good,front,0.9778,173,27,700,1352,168.34,15.97,26.16,18.52,177.26,175.2,173.03,162.0,349.95,362.71,372.87,385.73,342.72,337.93,333.37,419.42,350.04,372.34,350.57,542.18,306.4,601.53,276.5,621.99,263.84,625.44,250.32,608.46,249.45,602.08,259.16,496.77,368.5,494.75,339.59,484.05,329.42,472.28,347.51,509.97,303.84,261.27,230.66,228.39,225.84,230.48,228.4,226.38,218.82,217.68,278.7,277.62,327.86,324.22,503.74,530.84,670.62,437.65,716.03,400.17,717.45,377.18,699.62,387.56,671.95,666.38,883.84,879.92,1070.16,1079.77,1090.44,1099.66,1153.51,1163.9,1.0,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.9999,0.9998,1.0,1.0,0.9999,0.9999,0.994,0.981,0.9758,0.9711,0.9529,0.9559,0.9535,0.9558,0.9556,0.9535,0.9994,0.9995,0.985,0.9934,0.9781,0.9827,0.8922,0.868,0.9578,0.9623
17,1133,subject_001,squat,bodyweight_squat,legs,good,front,0.9773,172,29,709,1352,169.31,14.66,26.41,18.4,177.14,175.49,172.97,161.97,350.16,363.03,373.63,386.79,342.94,338.41,334.06,420.61,350.28,372.71,350.87,542.62,306.65,602.74,276.53,626.58,265.31,633.91,252.49,619.49,249.71,610.86,259.25,496.74,368.58,494.87,339.65,483.96,328.35,472.23,345.03,510.53,303.87,264.73,232.53,230.07,227.44,232.48,230.27,228.12,220.02,218.32,281.36,281.25,327.95,326.25,503.74,536.96,669.5,438.84,714.75,400.23,717.21,375.87,699.59,386.35,674.87,668.34,887.04,880.5,1072.33,1079.31,1093.16,1099.4,1155.06,1163.61,1.0,0.9999,0.9999,0.9998,0.9999,0.9999,0.9999,0.9998,0.9998,1.0,1.0,0.9999,0.9999,0.9931,0.9817,0.9736,0.9732,0.9476,0.9587,0.9483,0.9584,0.9514,0.9557,0.9993,0.9995,0.9829,0.9932,0.9767,0.9817,0.8946,0.8696,0.9547,0.9592
18,1200,subject_001,squat,bodyweight_squat,legs,good,front,0.978,170,29,719,1355,170.64,14.8,26.45,18.27,176.87,175.52,172.89,161.99,351.12,364.12,374.41,387.18,344.05,339.39,334.85,421.2,350.58,373.16,351.5,542.68,306.97,602.74,277.1,630.31,265.18,641.82,252.97,630.76,249.75,620.36,259.32,496.49,368.53,494.87,339.21,483.44,327.47,471.53,344.81,510.87,303.67,266.15,233.66,230.99,228.23,233.91,231.69,229.58,220.48,219.35,282.17,282.58,328.28,326.66,503.66,536.52,667.64,435.03,712.21,396.21,715.8,373.55,699.55,385.39,676.89,669.96,890.02,882.77,1073.43,1082.67,1094.81,1101.88,1156.03,1166.24,1.0,0.9998,0.9998,0.9998,0.9998,0.9999,0.9998,0.9998,0.9997,1.0,0.9999,0.9998,0.9999,0.9929,0.9823,0.9734,0.9751,0.9471,0.9613,0.9479,0.9608,0.9514,0.9578,0.9992,0.9994,0.9822,0.9934,0.9771,0.9819,0.901,0.8761,0.9555,0.9587
19,1266,subject_001,squat,bodyweight_squat,legs,good,front,0.9789,171,29,721,1357,171.58,15.85,26.23,18.25,176.51,175.14,172.6,162.04,352.75,365.79,376.02,388.05,345.11,340.02,335.15,421.5,350.75,374.85,352.61,542.92,306.99,601.85,277.33,631.02,265.1,643.61,253.29,633.78,250.37,623.12,259.37,495.79,367.91,494.91,338.34,483.08,327.61,470.24,344.86,510.87,303.05,266.22,233.76,231.07,228.28,234.0,231.76,229.66,220.41,219.45,282.05,282.47,328.59,328.06,503.74,533.07,666.2,441.56,709.13,409.99,712.88,385.29,698.73,395.18,680.19,673.11,892.91,884.92,1074.24,1083.53,1095.26,1103.46,1158.04,1168.86,1.0,0.9998,0.9998,0.9998,0.9998,0.9999,0.9998,0.9998,0.9997,0.9999,0.9999,0.9998,0.9999,0.9928,0.983,0.9738,0.977,0.9478,0.9639,0.9485,0.9633,0.9522,0.9603,0.9991,0.9994,0.9823,0.9937,0.9781,0.9825,0.9082,0.8839,0.9574,0.9596
20,1333,subject_001,squat,bodyweight_squat,legs,good,front,0.9788,177,28,720,1360,172.56,19.74,25.83,18.95,176.39,174.55,172.34,161.85,353.64,366.51,376.54,388.24,345.73,340.52,335.52,421.57,350.91,375.85,353.3,543.5,307.04,600.43,277.09,630.69,265.27,643.61,261.04,633.89,255.66,622.88,263.5,495.34,367.79,494.85,337.09,483.08,327.73,470.05,346.42,512.02,302.77,264.02,231.96,229.33,226.52,232.56,230.48,228.43,219.49,219.22,279.57,279.72,329.37,328.16,504.23,517.85,666.07,455.7,708.05,437.56,711.99,417.68,698.44,421.67,681.16,673.48,894.63,887.32,1074.73,1083.9,1096.29,1104.59,1161.13,1170.13,1.0,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9997,0.9999,0.9999,0.9998,0.9999,0.9924,0.9803,0.9728,0.9741,0.9466,0.9602,0.9473,0.9588,0.9513,0.9551,0.9991,0.9994,0.9827,0.994,0.9792,0.9834,0.9146,0.8909,0.9593,0.961
21,1400,subject_001,squat,bodyweight_squat,legs,good,front,0.9794,177,22,720,1361,174.08,28.97,25.29,19.85,176.52,174.46,171.94,161.97,355.96,372.29,383.58,396.18,350.01,344.73,339.46,427.79,355.37,377.42,354.72,544.43,307.28,598.49,276.73,630.43,265.22,643.27,260.05,633.9,255.65,623.56,263.25,494.5,367.66,494.32,336.96,483.18,328.05,470.03,348.53,512.2,303.14,257.41,225.68,223.3,220.91,225.79,223.45,221.02,216.53,214.09,273.53,272.88,329.45,326.29,504.23,500.54,664.6,467.13,706.74,469.84,709.54,444.4,696.64,437.91,680.1,671.97,894.54,887.07,1075.38,1084.55,1097.37,1105.65,1162.94,1170.34,1.0,0.9998,0.9998,0.9998,0.9998,0.9999,0.9998,0.9998,0.9997,1.0,0.9999,0.9998,0.9999,0.9921,0.9807,0.9726,0.975,0.9466,0.9617,0.9474,0.9602,0.9513,0.9564,0.9992,0.9994,0.9833,0.9943,0.9802,0.9842,0.9195,0.8955,0.961,0.9626
22,1466,subject_001,squat,bodyweight_squat,legs,good,front,0.9802,178,19,719,1363,175.24,88.71,25.24,19.58,176.14,174.75,170.55,163.05,362.71,380.56,391.76,404.21,358.78,353.49,348.61,435.04,363.27,382.19,359.66,545.57,307.53,597.25,275.56,630.26,267.22,642.59,259.42,632.26,256.63,622.29,264.16,491.57,364.9,494.03,336.25,483.84,328.09,470.55,349.44,512.53,303.13,252.04,221.19,218.93,216.73,221.65,219.49,217.2,214.38,211.57,269.2,269.36,330.1,323.96,505.23,501.51,664.87,499.82,707.84,496.27,710.03,472.73,696.77,469.76,679.15,671.72,894.27,886.86,1076.29,1086.81,1098.79,1108.5,1163.99,1171.41,1.0,0.9998,0.9999,0.9998,0.9999,0.9999,0.9998,0.9998,0.9998,1.0,0.9999,0.9998,0.9999,0.9921,0.9814,0.9731,0.9764,0.9476,0.9638,0.9484,0.9624,0.9524,0.9586,0.9992,0.9994,0.9839,0.9946,0.9811,0.985,0.9234,0.8994,0.9626,0.9642
