frame_id,timestamp_ms,subject_id,exercise_folder,canonical_exercise,movement_group,form_quality,angle_view,avg_visibility,bbox_x1,bbox_y1,bbox_x2,bbox_y2,left_elbow,right_elbow,left_shoulder,right_shoulder,left_knee,right_knee,left_hip,right_hip,kp_nose_x,kp_left_eye_inner_x,kp_left_eye_x,kp_left_eye_outer_x,kp_right_eye_inner_x,kp_right_eye_x,kp_right_eye_outer_x,kp_left_ear_x,kp_right_ear_x,kp_mouth_left_x,kp_mouth_right_x,kp_left_shoulder_x,kp_right_shoulder_x,kp_left_elbow_x,kp_right_elbow_x,kp_left_wrist_x,kp_right_wrist_x,kp_left_pinky_x,kp_right_pinky_x,kp_left_index_x,kp_right_index_x,kp_left_thumb_x,kp_right_thumb_x,kp_left_hip_x,kp_right_hip_x,kp_left_knee_x,kp_right_knee_x,kp_left_ankle_x,kp_right_ankle_x,kp_left_heel_x,kp_right_heel_x,kp_left_foot_index_x,kp_right_foot_index_x,kp_nose_y,kp_left_eye_inner_y,kp_left_eye_y,kp_left_eye_outer_y,kp_right_eye_inner_y,kp_right_eye_y,kp_right_eye_outer_y,kp_left_ear_y,kp_right_ear_y,kp_mouth_left_y,kp_mouth_right_y,kp_left_shoulder_y,kp_right_shoulder_y,kp_left_elbow_y,kp_right_elbow_y,kp_left_wrist_y,kp_right_wrist_y,kp_left_pinky_y,kp_right_pinky_y,kp_left_index_y,kp_right_index_y,kp_left_thumb_y,kp_right_thumb_y,kp_left_hip_y,kp_right_hip_y,kp_left_knee_y,kp_right_knee_y,kp_left_ankle_y,kp_right_ankle_y,kp_left_heel_y,kp_right_heel_y,kp_left_foot_index_y,kp_right_foot_index_y,kp_nose_vis,kp_left_eye_inner_vis,kp_left_eye_vis,kp_left_eye_outer_vis,kp_right_eye_inner_vis,kp_right_eye_vis,kp_right_eye_outer_vis,kp_left_ear_vis,kp_right_ear_vis,kp_mouth_left_vis,kp_mouth_right_vis,kp_left_shoulder_vis,kp_right_shoulder_vis,kp_left_elbow_vis,kp_right_elbow_vis,kp_left_wrist_vis,kp_right_wrist_vis,kp_left_pinky_vis,kp_right_pinky_vis,kp_left_index_vis,kp_right_index_vis,kp_left_thumb_vis,kp_right_thumb_vis,kp_left_hip_vis,kp_right_hip_vis,kp_left_knee_vis,kp_right_knee_vis,kp_left_ankle_vis,kp_right_ankle_vis,kp_left_heel_vis,kp_right_heel_vis,kp_left_foot_index_vis,kp_right_foot_index_vis
10,333,subject_001,squat,bodyweight_squat,legs,good,front,0.9918,0,116,1919,991,162.57,169.7,30.38,24.14,179.06,176.21,163.87,166.05,229.47,184.19,183.66,183.72,188.3,190.78,193.45,202.69,214.54,275.66,282.0,480.87,472.27,731.11,735.76,981.35,986.58,1065.7,1069.26,1056.89,1064.8,1032.77,1041.63,1040.0,1030.48,1365.81,1345.26,1653.82,1646.59,1677.74,1678.83,1812.98,1781.53,560.59,536.17,519.85,508.86,585.93,602.7,615.66,487.12,627.66,526.07,588.65,351.68,726.95,260.76,807.85,249.66,837.65,241.24,866.66,275.5,830.33,290.22,810.8,454.43,657.68,421.81,695.64,388.17,711.89,408.91,678.2,335.96,789.07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9981,0.9895,0.9971,0.9809,0.9938,0.9683,0.994,0.9698,0.9936,0.9719,1.0,1.0,0.9962,0.9974,0.9956,0.9955,0.9545,0.9551,0.9881,0.9891
11,366,subject_001,squat,bodyweight_squat,legs,good,front,0.9918,0,119,1919,990,161.8,169.38,30.33,24.25,179.19,175.58,163.69,165.71,233.04,186.98,186.56,186.74,191.1,193.24,195.74,205.39,215.88,280.66,286.5,481.25,472.95,732.21,736.85,980.17,989.58,1064.51,1070.43,1056.32,1064.32,1032.52,1040.71,1040.18,1030.71,1365.78,1345.27,1653.8,1646.59,1677.53,1678.94,1813.0,1781.53,560.59,536.16,519.85,508.85,585.95,602.72,615.73,487.16,627.73,526.1,588.64,351.53,727.23,260.65,808.61,253.25,837.48,244.83,866.29,280.04,827.81,294.93,809.91,454.39,657.66,420.82,697.3,387.02,711.85,405.41,678.22,336.03,789.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9981,0.9898,0.9971,0.9814,0.9938,0.9687,0.994,0.9703,0.9936,0.9723,1.0,1.0,0.9962,0.9973,0.9956,0.9954,0.9544,0.955,0.9882,0.989
12,399,subject_001,squat,bodyweight_squat,legs,good,front,0.9918,0,134,1919,979,159.43,167.81,30.36,24.65,179.44,174.12,163.88,164.68,235.83,189.62,189.35,189.67,193.3,195.2,197.58,207.74,216.94,285.1,290.58,481.32,474.04,732.15,737.1,980.01,988.97,1063.69,1069.57,1051.61,1063.68,1026.61,1039.85,1040.19,1030.83,1366.41,1345.52,1653.81,1646.33,1677.46,1678.32,1813.02,1780.1,560.5,536.13,519.83,508.84,585.95,602.74,615.81,487.2,628.08,526.03,588.59,351.51,728.75,259.78,810.64,261.85,833.15,255.29,859.27,288.79,821.98,302.35,806.24,452.75,656.82,419.33,700.83,387.02,711.77,405.23,678.23,336.02,789.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9981,0.99,0.997,0.9811,0.9936,0.9682,0.9938,0.9698,0.9933,0.9718,1.0,1.0,0.9962,0.9973,0.9957,0.9954,0.9549,0.9548,0.9885,0.9891
13,433,subject_001,squat,bodyweight_squat,legs,good,front,0.9917,0,139,1919,958,154.99,163.28,30.93,25.83,179.62,173.51,163.96,164.24,242.1,195.22,194.73,195.04,198.1,199.33,201.26,212.02,219.49,291.16,296.58,481.47,475.15,732.17,737.46,979.24,985.58,1061.02,1064.53,1043.94,1055.5,1018.79,1029.75,1042.37,1033.88,1367.42,1349.24,1653.8,1646.28,1677.46,1678.25,1813.0,1779.73,560.41,536.13,519.83,508.83,585.98,602.81,615.89,487.27,628.26,526.01,588.57,351.54,730.4,256.46,817.13,274.8,823.97,272.88,841.92,307.05,809.2,317.84,796.72,452.03,656.46,418.54,702.04,387.13,711.03,405.4,676.92,336.04,789.49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9981,0.99,0.9966,0.9808,0.993,0.9679,0.9932,0.9693,0.9927,0.9712,1.0,1.0,0.9962,0.9972,0.9957,0.9954,0.9554,0.9549,0.9885,0.989
14,466,subject_001,squat,bodyweight_squat,legs,good,front,0.9916,0,136,1919,936,149.08,158.28,31.57,26.91,179.62,173.4,163.88,164.34,251.87,203.25,202.48,202.57,205.74,206.99,208.92,219.12,227.27,298.69,305.93,482.72,477.02,736.56,737.51,978.91,975.88,1060.11,1052.28,1037.07,1035.3,1012.72,1009.16,1046.99,1037.79,1370.35,1353.57,1654.24,1646.91,1677.73,1678.24,1812.81,1779.6,560.02,536.12,519.77,508.81,586.0,602.93,615.97,487.1,628.27,525.84,588.43,350.38,730.49,251.08,822.54,291.86,813.13,298.27,815.11,327.65,787.75,334.3,781.38,451.96,657.19,418.46,702.79,387.11,711.05,405.43,677.51,335.94,789.54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9981,0.9902,0.9965,0.9806,0.9927,0.9673,0.9929,0.9687,0.9922,0.9705,1.0,1.0,0.9961,0.9971,0.9957,0.9953,0.9563,0.9545,0.9885,0.9888
15,499,subject_001,squat,bodyweight_squat,legs,good,front,0.9916,0,132,1919,941,143.72,154.21,32.25,27.85,178.23,173.23,163.14,164.29,258.34,209.51,208.56,208.48,212.75,214.91,217.53,226.07,238.63,305.83,313.04,487.31,480.6,737.85,738.43,968.34,971.18,1045.41,1045.11,1017.56,1021.43,991.39,996.58,1047.19,1038.36,1370.36,1357.9,1653.92,1646.9,1677.28,1677.94,1811.91,1779.58,559.62,536.05,519.66,508.77,585.97,602.93,615.98,487.02,628.28,525.62,588.15,350.39,730.7,248.46,826.34,306.52,804.17,318.74,796.08,345.69,770.38,350.05,768.35,450.25,657.32,412.0,703.48,387.32,710.8,406.9,677.33,335.94,789.55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998,0.9905,0.9963,0.9807,0.9924,0.9674,0.9925,0.9686,0.9917,0.9702,1.0,1.0,0.9961,0.9971,0.9958,0.9953,0.9572,0.9547,0.9886,0.9888
16,533,subject_001,squat,bodyweight_squat,legs,good,front,0.9918,0,127,1919,948,137.34,146.25,33.47,29.62,174.47,171.6,161.29,163.31,273.24,224.42,223.54,223.43,230.23,233.27,236.88,243.07,258.47,318.58,323.72,499.24,491.46,740.12,739.44,956.76,961.84,1029.13,1034.12,993.32,1006.18,970.51,982.16,1051.16,1044.51,1370.37,1364.07,1655.15,1649.14,1677.89,1679.25,1811.77,1779.58,560.67,536.49,519.96,508.82,586.56,603.27,616.18,486.8,628.34,526.19,589.26,349.89,731.57,245.88,831.54,321.79,785.11,345.67,771.2,370.09,746.5,368.97,745.53,448.34,657.17,400.06,707.93,384.75,711.04,404.72,677.35,335.36,789.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9981,0.991,0.9964,0.9817,0.9925,0.9688,0.9926,0.9698,0.9917,0.9712,1.0,1.0,0.9962,0.9973,0.9959,0.9954,0.958,0.9556,0.9888,0.989
17,566,subject_001,squat,bodyweight_squat,legs,good,front,0.9918,0,123,1919,949,131.41,141.11,35.58,30.48,173.11,168.85,160.35,161.66,294.54,247.79,247.03,246.94,252.66,255.79,258.3,266.47,278.44,335.26,340.03,517.95,509.93,748.03,747.31,943.76,959.29,1008.35,1028.46,967.56,994.97,947.77,973.29,1056.64,1050.16,1372.06,1365.13,1655.44,1649.15,1677.89,1679.24,1811.67,1779.57,560.66,536.48,519.96,508.82,586.38,603.04,616.06,486.8,628.16,526.3,589.41,349.87,732.82,241.26,831.22,325.65,768.95,359.91,753.66,383.48,729.73,377.4,729.12,447.91,657.22,396.07,714.89,383.99,711.06,404.39,677.27,335.25,789.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9981,0.9913,0.9964,0.9821,0.9925,0.969,0.9925,0.97,0.9915,0.971,1.0,1.0,0.9962,0.9973,0.9958,0.9954,0.958,0.9557,0.9888,0.989
18,599,subject_001,squat,bodyweight_squat,legs,good,front,0.9919,0,114,1919,950,122.17,133.36,37.31,32.5,172.56,165.06,161.04,157.71,327.27,277.7,276.26,275.51,283.56,284.43,286.08,290.52,305.4,366.71,372.47,537.83,541.47,761.25,771.29,938.1,958.34,997.47,1023.19,959.53,983.3,941.35,963.44,1060.24,1055.01,1378.02,1365.02,1658.42,1648.94,1680.93,1678.76,1812.85,1779.67,559.22,535.02,519.31,508.42,584.92,601.75,615.58,486.58,627.97,524.54,587.78,349.89,733.72,234.5,831.63,338.74,750.06,372.99,727.06,402.91,703.91,396.26,706.48,441.97,648.52,391.86,719.34,384.44,709.05,406.8,674.91,335.23,788.42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9982,0.9916,0.9965,0.9823,0.9925,0.9689,0.9925,0.9697,0.9914,0.9704,1.0,0.9999,0.9962,0.9974,0.9959,0.9955,0.959,0.9564,0.989,0.9891
19,633,subject_001,squat,bodyweight_squat,legs,good,front,0.9919,3,114,1919,951,113.17,124.9,36.58,33.65,163.35,161.34,156.47,154.97,358.15,309.86,307.37,305.68,314.7,315.79,316.93,319.84,334.1,397.16,405.65,562.42,568.42,792.53,794.31,934.81,958.61,979.31,1022.58,949.6,981.62,934.39,963.02,1070.11,1065.74,1378.17,1368.41,1658.25,1650.45,1680.66,1681.83,1812.9,1781.1,557.72,534.65,519.11,508.39,582.71,598.87,613.16,486.49,626.44,524.2,586.04,349.15,734.07,234.73,832.62,355.79,731.81,390.13,707.08,417.07,684.88,409.67,688.57,439.93,645.64,366.59,726.46,382.54,708.16,405.31,673.91,335.19,787.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9982,0.9921,0.9965,0.9827,0.9924,0.9689,0.9924,0.9694,0.991,0.9697,0.9999,0.9999,0.9963,0.9975,0.996,0.9957,0.9595,0.957,0.9892,0.9894
20,666,subject_001,squat,bodyweight_squat,legs,good,front,0.992,47,115,1919,953,103.01,115.89,35.72,35.01,159.64,155.44,155.07,151.48,394.01,346.52,344.19,342.18,350.44,350.11,351.32,350.58,366.1,434.08,443.44,589.99,599.02,828.15,820.35,936.02,962.13,970.45,1022.54,939.35,980.15,925.88,964.09,1088.33,1081.76,1389.8,1375.52,1658.89,1650.1,1681.78,1681.46,1814.45,1781.52,557.9,534.92,519.31,508.54,582.76,598.9,613.1,486.49,626.18,524.33,586.24,349.27,733.55,235.07,834.73,370.04,717.67,410.7,683.74,433.18,663.03,424.45,669.02,438.06,644.6,358.25,740.49,384.32,709.29,413.14,676.54,336.5,786.11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9983,0.9926,0.9966,0.9835,0.9926,0.9697,0.9924,0.9698,0.9908,0.9695,0.9999,0.9999,0.9964,0.9976,0.996,0.9958,0.9594,0.9568,0.9894,0.9896
21,699,subject_001,squat,bodyweight_squat,legs,good,front,0.9921,86,115,1919,953,90.48,106.22,34.83,35.29,157.04,149.3,154.59,147.9,426.03,379.01,376.61,374.68,383.1,383.67,385.04,383.36,398.8,465.65,474.33,620.58,623.5,866.45,851.5,937.05,962.38,964.51,1007.77,932.19,970.06,920.65,957.3,1104.59,1097.38,1402.94,1383.87,1660.28,1647.42,1683.12,1678.24,1814.62,1781.53,558.47,535.26,519.54,508.7,583.33,599.25,613.11,486.53,626.16,524.6,586.89,349.64,730.34,235.19,834.52,383.61,705.94,429.22,670.64,445.2,653.56,435.63,658.38,433.85,640.51,350.87,752.56,384.37,709.23,412.92,676.34,337.16,784.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9984,0.993,0.9967,0.9843,0.9926,0.9708,0.9923,0.9705,0.9904,0.9695,0.9999,0.9999,0.9965,0.9977,0.996,0.9958,0.9579,0.9563,0.9894,0.9899
22,733,subject_001,squat,bodyweight_squat,legs,good,front,0.992,135,115,1919,955,80.32,93.39,34.51,35.49,154.04,142.56,153.72,144.94,467.26,419.64,417.43,415.87,425.74,427.5,429.59,423.64,441.73,505.49,518.05,659.64,661.35,907.33,895.05,948.31,969.11,970.5,999.66,934.97,966.34,924.25,957.24,1127.36,1120.46,1421.26,1401.36,1661.6,1646.84,1683.18,1676.96,1814.03,1781.62,556.15,532.97,518.42,507.95,581.72,598.33,612.19,486.21,625.66,521.89,584.64,349.74,728.02,235.5,835.38,387.61,696.48,436.47,658.02,449.76,644.06,438.91,651.41,430.13,640.33,342.93,766.86,382.89,709.33,411.35,676.34,338.01,782.55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9984,0.9935,0.9967,0.985,0.9924,0.9713,0.992,0.9705,0.9895,0.9684,0.9999,0.9999,0.9966,0.9978,0.9959,0.9959,0.9562,0.9562,0.9893,0.9901
